kepid,tce_plnt_num,tce_period,tce_time0bk,tce_duration,tce_depth,tce_prad,tce_model_snr,tce_max_mult_ev,tce_num_transits,tce_impact,tce_steff,tce_sradius,av_training_set,av_pred_class
9025914,3,11.3205,131.559,15,1.325e+04,13.01,-1,119.2,57,0.1,6153.00,1.127,"AFP","AFP"
9025922,1,11.3203,131.804,4.48,3002,6.497,86.53,196.8,119,0.8932,5780.00,1,"AFP","AFP"
9025922,2,11.3205,140.131,4.225,825.4,2.874,32.54,33.69,117,0.3049,5780.00,1,"AFP","AFP"
9025971,1,141.242,256.204,6.759,1.312e+04,11.56,347.5,350,8,0.1978,5705.00,1.017,"PC","PC"
10208303,2,8.08691,136.32,15.67,19.08,0.8397,9.191,8.904,169,0.8731,6303.00,1.674,"AFP","AFP"
10208345,1,3.6248,134.434,12.24,81.46,2.117,8.167,8.793,374,0.5223,7401.00,2.252,"AFP","AFP"
10208345,2,3.62502,132.565,12.64,182.6,3.086,15.89,16.47,373,0.006178,7401.00,2.252,"AFP","AFP"
10208759,1,2.28751,132.359,6,3.732e+05,48,-1,2.288e+04,0,0.1,6807.00,1.413,"UNK","AFP"
10228942,1,21.0254,148.223,6.509,1.158e+05,92.29,7778,1.025e+04,51,0.9025,6632.00,1.855,"AFP","AFP"
10228942,2,21.0261,148.749,13.36,176.4,2.48,17.62,15.95,52,0.002056,6632.00,1.855,"AFP","AFP"
10228991,1,1.39956,132.072,1.196,59.72,2.597,16.08,11.63,769,0.9017,7861.00,2.875,"NTP","NTP"
10229903,1,1.87944,133.372,2.937,31.83,0.8123,10.09,10.05,570,0.7056,6446.00,1.343,"NTP","NTP"
10268835,1,0.537814,131.713,2,191.2,1.666,-1,9.946,2486,0.1,6047.00,1.206,"UNK","NTP"
10268903,1,1.10397,131.583,0.6685,3.644e+04,8.912,228.8,213,563,0.6006,3605.00,0.418,"AFP","AFP"
10268907,1,1.10396,131.582,1.127,266.9,1.224,20.22,19.26,1028,0.1413,5417.00,0.754,"AFP","AFP"
10268907,2,0.551994,131.583,1.231,176.3,1.074,14.1,9.061,1027,0.7,5417.00,0.754,"AFP","AFP"
10271806,1,5.925,134.166,2.645,1612,2.718,66.69,61.35,226,0.368,5016.00,0.682,"PC","PC"
10290021,1,3.72921,131.928,4.966,14.85,0.8121,8.259,7.4,287,0.4866,6215.00,2.05,"UNK","AFP"
10290447,1,0.691561,131.648,1.549,401.9,1.153,16.74,8.084,546,0.05588,4892.00,0.586,"NTP","NTP"
10290666,1,5.4585,133.88,3.962,251.6,1.812,65,57.43,193,0.1523,5933.00,1.154,"PC","PC"
10337323,1,3.43124,133.322,8.18,30.85,0.8741,10.48,11.91,397,0.07751,7161.00,1.555,"AFP","AFP"
10337323,2,3.43145,131.84,5.654,29.78,0.9241,9.656,9.272,396,0.7632,7161.00,1.555,"AFP","AFP"
10337441,1,495.402,271.916,12.78,238.6,1.058,3.387,8.89,3,0.1539,5220.00,0.695,"UNK","NTP"
10337517,1,7.05395,136.355,1.598,512.7,1.991,56.67,50.4,191,0.5019,5357.00,0.863,"PC","PC"
10354039,1,64.6174,166.144,5.714,2476,5.374,58.81,61.31,16,0.9013,5043.00,0.881,"PC","PC"
10355055,1,0.815752,132.152,1.096,44.28,3.012,14.66,12,1305,0.9929,8319.00,3.219,"UNK","NTP"
10357831,1,1.72157,131.707,1.99,4.108e+04,13.26,287,344.7,106,0.3125,4535.00,0.668,"AFP","AFP"
10357831,2,1.72159,132.553,1.967,2074,3.258,16.61,14.22,107,0.7004,4535.00,0.668,"AFP","AFP"
10405019,1,1.38668,132.428,4.254,47.95,2.702,9.308,9.479,968,0.2688,7493.00,3.836,"AFP","AFP"
10405019,2,0.693319,132.078,2.988,22.03,2.001,5.481,8.84,1924,0.8185,7493.00,3.836,"UNK","NTP"
10405019,3,1.38673,131.699,3.47,56.94,2.925,12.44,10.47,966,0.003049,7493.00,3.836,"AFP","AFP"
10427996,1,5.04864,136.178,14.82,36.58,1.173,9.624,12.32,218,0.5023,6413.00,1.881,"NTP","NTP"
10448626,1,530.753,469.313,14.95,52.72,0.7235,1.955,35.07,3,0.2562,5780.00,1,"NTP","NTP"
10448764,1,3.48872,132.763,7.505,682.7,5.696,21.26,17.07,392,0.1837,7615.00,2.143,"AFP","AFP"
10448764,2,3.48907,131.658,6.702,722,8.682,21.94,19.26,392,0.9854,7615.00,2.143,"AFP","AFP"
10471113,1,0.93369,131.567,2.639,53.72,0.7689,8.69,10.21,1436,0.384,6170.00,1.032,"AFP","AFP"
10471167,1,0.933665,131.595,3.486,110.7,0.7272,11.52,14.65,1441,0.1444,4753.00,0.717,"AFP","AFP"
10471174,1,0.933676,131.6,3.748,104,0.8893,11.47,10.15,1223,0.5999,5606.00,0.839,"AFP","AFP"
10471204,1,0.933649,131.599,4.141,20.08,0.3917,3.958,8.468,1442,0.1216,5734.00,0.883,"AFP","AFP"
10489019,2,0.781151,131.739,2.449,18.86,0.9202,10.05,10.82,1364,0.9,7035.00,1.825,"AFP","AFP"
10489206,1,4.16438,133.609,1.807,2554,2.51,151.5,152.1,252,0.2168,3755.00,0.499,"PC","PC"
10489206,2,5.77439,132.967,1.924,294.1,1.008,14.84,13.3,177,0.8866,3755.00,0.499,"PC","PC"
10489265,1,1.97599,131.723,5.695,302,5.108,9.719,11.04,543,0.7042,7956.00,2.743,"NTP","NTP"
10019065,1,52.6298,155.612,6.359,648.1,2.414,23.64,22.33,26,0.853,5614.00,0.827,"PC","PC"
10019065,2,423.022,344.143,10.95,471.1,1.906,7.322,7.698,3,0.6842,5614.00,0.827,"UNK","NTP"
10019399,1,11.8057,133.05,1.485,1857,8.245,268.4,303.8,114,0.2563,6065.00,1.891,"PC","PC"
10019643,1,21.3473,150.388,4.039,609.1,2.585,43.66,41.01,65,0.8736,5772.00,0.901,"PC","PC"
10035150,1,0.750168,131.762,2.522,22.3,0.6747,7.528,7.861,1424,0.0121,6555.00,1.42,"NTP","NTP"
10035155,1,0.558887,131.677,1.417,326.7,2.746,13.58,11.77,1908,0.2419,7076.00,1.49,"AFP","AFP"
10035155,2,0.558884,131.908,1.486,256.2,2.422,11.02,10.85,1909,0.1381,7076.00,1.49,"AFP","AFP"
10080248,1,14.8784,142.967,7.255,315.1,1.54,21.07,20.17,90,0.4605,5822.00,0.851,"PC","PC"
10080943,1,3.2305,133.437,4.635,274.6,3.237,6.479,7.939,418,0.5641,7351.00,1.87,"AFP","AFP"
10080943,2,3.23058,132.681,10.4,305.2,3.427,5.839,9.815,423,0.5927,7351.00,1.87,"AFP","AFP"
10080943,3,5.1135,133.264,14.41,675.3,5.034,6.922,11.92,171,0.5007,7351.00,1.87,"NTP","NTP"
10080943,4,2.60703,133.99,7.5,121.9,2.087,-1,15.76,0,0.1,7351.00,1.87,"UNK","NTP"
10118816,1,7.71791,139.156,2.104,303.5,0.7408,13.14,12.11,180,0.0408,3739.00,0.424,"PC","PC"
10119471,1,631.925,299.673,9.918,1326,3.39,4.481,10.43,3,0.2801,6060.00,0.925,"UNK","NTP"
10120548,1,8.83038,134.799,3.064,342.8,1.274,10.52,9.966,152,0.184,5038.00,0.705,"PC","PC"
10141900,4,9.65505,137.079,3.066,298.6,1.536,10.08,8.919,117,0.8048,5258.00,0.793,"PC","PC"
10146103,1,7.58057,132.903,3.281,77.19,0.6897,9.411,8.954,177,0.7574,5632.00,0.721,"PC","PC"
10147217,1,2.01804,132.202,6.88,20.6,1.56,13.67,9.475,671,0.8964,6935.00,2.964,"AFP","AFP"
10147217,2,1.97778,132.791,6.024,24.49,1.695,10.3,8.386,451,0.8923,6935.00,2.964,"AFP","AFP"
10166274,3,28.4645,158.043,2.829,1624,2.154,25.84,24.39,36,0.504,3851.00,0.524,"PC","PC"
10166297,1,0.571115,131.562,1.986,69.82,1.035,9.165,8.339,1868,0.6991,5798.00,1.159,"UNK","NTP"
10186945,1,0.793671,131.79,1.151,155.2,1.018,23.91,17.2,1682,0.3,5080.00,0.826,"AFP","AFP"
10212441,1,15.0448,133.203,5.789,100.8,1.525,20.39,19.65,89,0.1014,5798.00,1.525,"PC","PC"
10212441,2,1.36668,131.547,4.639,6.483,0.4529,6.877,7.556,963,0.8864,5798.00,1.525,"UNK","NTP"
10212620,1,447.707,482.339,5.461,371.2,21.02,3.183,14.83,3,0.3184,4830.00,11.17,"NTP","NTP"
10213902,1,59.6223,138.138,6.684,1022,3.548,31.19,30.5,23,0.8119,6108.00,0.997,"PC","PC"
10230120,1,4.33565,133.447,14.39,52.81,0.7004,10.17,9.401,248,0.2895,6263.00,0.953,"NTP","NTP"
10231017,1,1.32416,132.366,2.245,42.33,2.733,10.7,10.49,802,0.504,6332.00,4.066,"NTP","NTP"
10231119,1,420.719,509.41,7.549,411,3.421,5.282,9.154,3,0.3366,5861.00,1.676,"NTP","NTP"
10231171,1,4.70884,132.065,11.91,40.56,0.8999,9.026,9.469,227,0.008139,6502.00,1.407,"AFP","AFP"
10271806,2,11.3494,134.318,3.136,1342,2.45,41.49,38.13,109,0.2457,5016.00,0.682,"PC","PC"
10271806,3,3.13296,132.541,2.216,450.9,1.467,25.06,22.41,403,0.5,5016.00,0.682,"PC","PC"
10271806,4,18.6435,141.625,1.735,808.2,1.892,15.71,14.19,60,0.06722,5016.00,0.682,"PC","PC"
10272389,1,4.56445,133.091,5.968,179,1.014,26.97,26.14,297,0.2314,5269.00,0.771,"AFP","AFP"
10290666,2,6.86657,135.382,3.814,46.41,0.789,10.42,10.05,146,0.3646,5933.00,1.154,"PC","PC"
10291589,1,7.08757,138.273,3.44,190.9,1.357,10.88,9.758,146,0.6727,6060.00,0.925,"PC","PC"
10292238,1,143.117,266.366,10.5,2.602e+05,38.43,-1,3676,0,0.1,5713.00,0.856,"AFP","AFP"
10292238,2,143.117,245.547,9,2.475e+05,35,-1,2946,0,0.1,5713.00,0.856,"AFP","AFP"
10292465,1,1.35339,131.931,2.073,1.063e+05,25.7,2219,4554,791,0.267,5426.00,0.784,"AFP","AFP"
10337517,2,4.29268,134.794,2.51,60.63,0.6653,9.95,10.34,302,0.2938,5357.00,0.863,"PC","PC"
10338279,1,5.66028,134.466,0.722,383.2,1.686,64.13,46.27,235,0.3166,5615.00,0.842,"AFP","AFP"
10338279,2,5.6602,131.651,0.8416,126.7,0.9628,22.58,17.22,234,0.3049,5615.00,0.842,"AFP","AFP"
10357965,1,0.792996,132.081,6.049,19.67,0.6732,10.15,7.744,1358,0.0586,7296.00,1.498,"NTP","NTP"
10357965,2,3.97381,135.162,2.622,156.4,1.906,12.66,7.731,13,0.2033,7296.00,1.498,"NTP","NTP"
10358759,1,10.3393,139.364,3.146,1108,2.892,43.59,41.13,107,0.2545,5716.00,0.872,"PC","PC"
10405266,1,499.553,508.665,9.667,155.8,1.547,7.601,8.254,3,0.3279,6382.00,1.222,"UNK","NTP"
10405470,1,0.933723,131.532,3.417,49.95,0.7421,9.914,10.1,1439,0.01486,6143.00,1.053,"AFP","AFP"
10407020,1,0.933817,132.408,2.47,27.7,1.939,16.49,21.94,1435,0.9309,6979.00,3.085,"AFP","AFP"
10407047,1,0.933692,131.553,2.813,68.23,5.315,8.566,11.01,761,0.9011,4909.00,5.272,"AFP","AFP"
10448764,3,3.4892,133.633,7.622,465.7,4.691,16.8,16.83,381,0.001126,7615.00,2.143,"AFP","AFP"
10449486,1,1.33027,131.748,2.11,27.56,0.9955,9.053,9.627,1006,0.5104,7483.00,1.82,"UNK","NTP"
10449827,1,504.488,185.725,1.563,593.3,190.9,13.91,14.07,3,0.4216,3783.00,80.41,"UNK","NTP"
10471345,1,0.933746,132.435,3.128,59.6,0.5709,7.958,8.374,1436,0.05116,5646.00,0.744,"AFP","AFP"
10471515,1,3.78481,133.501,3.25,36.63,0.7325,14.22,13.06,351,0.292,6017.00,1.206,"PC","PC"
10471601,1,471.594,598.599,26.03,267.3,3.004,9.924,9.49,3,0.6162,6626.00,1.747,"UNK","NTP"
9991621,1,18.926,145.513,3.706,166.2,1.158,15.25,15.84,71,0.1896,5455.00,0.909,"AFP","AFP"
9992325,1,24.0862,148.208,2.156,1090,2.477,18.85,17.61,29,0.2312,4973.00,0.768,"PC","PC"
9993529,1,0.790553,131.874,1.106,239.6,1.153,31.91,21.69,1689,0.1,4791.00,0.767,"AFP","AFP"
9993683,1,29.9371,145.105,4.54,219.7,1.549,11.08,10.86,44,0.8949,5268.00,0.871,"PC","PC"
10019643,2,7.81109,132.296,3.172,122.8,1.02,13.79,14.29,171,0.493,5772.00,0.901,"PC","PC"
10019708,1,3.2687,134.213,3.485,1.025e+04,12.09,1352,1388,413,0.3959,6418.00,1.171,"PC","PC"
10019708,2,8.78475,135.374,6.696,176.5,1.559,17.34,17.44,141,0.002348,6418.00,1.171,"AFP","AFP"
10019763,1,32.5046,137.826,2.501,7840,12.48,171.6,178.3,34,0.9598,6133.00,0.947,"PC","PC"
10035155,3,0.558881,132.022,1.469,299.3,2.616,11.12,8.626,1904,0.1053,7076.00,1.49,"AFP","AFP"
10035363,1,5.84064,136.839,14.84,30.95,1.05,10.7,8.391,186,0.9048,6562.00,1.61,"NTP","NTP"
10035363,2,5.19171,132.885,12.31,27.14,0.8432,8.511,10.82,159,0.1022,6562.00,1.61,"UNK","NTP"
10035772,1,0.576546,131.98,2,115.8,4.898,-1,10.92,1851,0.1,7504.00,4.501,"UNK","NTP"
10035772,2,0.864814,131.552,1.469,115.1,4.902,7.898,9.331,1230,0.1819,7504.00,4.501,"UNK","NTP"
10081256,1,0.97895,131.791,3.795,85.94,0.6169,13.63,10.64,1368,0.6852,4248.00,0.627,"UNK","NTP"
10081748,1,0.714687,131.536,2.174,14.79,0.6619,9.059,8.889,1871,0.685,6845.00,1.612,"UNK","NTP"
10081748,2,1.4294,131.822,3.633,26.09,0.8304,12.72,11.79,939,0.09865,6845.00,1.612,"AFP","AFP"
10120971,1,541.945,442.273,7.451,546.3,3.866,7.574,11.89,3,0.06049,6714.00,1.642,"UNK","NTP"
10122012,1,5.04281,135.394,14.13,30.03,0.5517,5.491,7.873,270,0.1785,6394.00,0.999,"AFP","AFP"
10122012,2,5.04251,133.914,15.37,52.82,0.7466,9.652,9.966,273,0.4664,6394.00,0.999,"AFP","AFP"
10122255,1,27.6653,144.87,6.626,479,2.224,34.11,33.55,48,0.005753,6036.00,1.017,"PC","PC"
10147217,3,1.97779,131.842,8.639,27.32,1.563,12.86,10.28,514,0.03302,6935.00,2.964,"AFP","AFP"
10147854,1,384.156,260.271,7.617,331.1,1.656,3.133,10.3,4,0.3844,5754.00,0.905,"NTP","NTP"
10148521,1,1.20428,131.646,1.327,191,1.25,36.12,29.01,1103,0.7,5665.00,0.843,"AFP","AFP"
10148787,1,3.08292,133.126,9.674,51.27,0.9285,6.673,7.323,441,0.5014,6616.00,1.254,"NTP","NTP"
10186945,2,0.793644,132.201,1.049,122.8,1.124,18.93,16.1,1684,0.9,5080.00,0.826,"AFP","AFP"
10187017,1,16.1457,134.754,3.811,964.6,2.65,204.5,214.2,84,0.8276,4903.00,0.746,"PC","PC"
10187017,2,10.3117,134.081,3.17,278.7,1.257,72.53,66.59,125,0.5099,4903.00,0.746,"PC","PC"
10187017,3,27.4538,145.022,3.744,145.2,0.8768,23.81,22.75,48,0.2771,4903.00,0.746,"PC","PC"
10213964,1,0.528109,131.6,1.209,87.56,2.122,12.48,13.07,2534,0.9649,7214.00,1.813,"AFP","AFP"
10213964,2,0.520369,131.589,1.5,429.4,3.818,-1,8.475,1888,0.1,7214.00,1.813,"AFP","AFP"
10214039,1,587.584,131.753,9.482,231.4,76.16,3.877,9.795,3,0.4833,4029.00,50.72,"UNK","NTP"
10214162,1,17.4239,148.829,4.206,753.2,2.736,32.12,30.52,66,0.5106,6018.00,0.969,"PC","PC"
10231171,2,4.70866,133.557,6.184,48.79,1.466,9.634,8.484,228,0.9934,6502.00,1.407,"AFP","AFP"
10232091,1,0.675779,131.625,2.019,2.311,0.5388,2.947,7.423,1576,0.9162,8394.00,3.015,"UNK","NTP"
10232123,1,1.34376,131.935,1.891,4448,18.19,918.3,1241,797,0.9,6324.00,2.312,"AFP","AFP"
10272442,1,24.5435,138.832,7.361,1092,3.042,48.64,46.41,55,0.3782,5955.00,0.91,"PC","PC"
10272442,2,70.2779,151.329,2.361,670.6,2.353,11.23,10.17,18,0.1402,5955.00,0.91,"PC","PC"
10272640,1,3.77055,134.656,3.807,1.317e+04,12.64,639.3,658.5,305,0.06651,6302.00,1.098,"PC","PC"
10292465,2,1.35248,131.963,3,1313,2.808,-1,14.36,0,0.1,5426.00,0.784,"AFP","AFP"
10292540,1,1.0853,132.063,2.679,184.2,1.376,13.31,10.92,795,0.8956,5713.00,0.856,"UNK","AFP"
10293818,1,0.509092,131.879,1.497,233.3,3.981,19.61,17.66,2091,0.3383,7872.00,2.542,"AFP","AFP"
10293818,2,0.509096,131.535,1.374,219.8,4.387,19.29,15.67,2093,0.9006,7872.00,2.542,"AFP","AFP"
10293818,3,0.509103,131.698,1.5,476.9,5.638,-1,12.1,0,0.1,7872.00,2.542,"AFP","AFP"
10338624,1,1.26179,132.26,3.273,16.14,0.689,9.67,10.17,1062,0.179,7076.00,1.691,"UNK","NTP"
10338624,2,1.21511,131.734,3.566,19.86,0.8846,11.76,8.442,852,0.9141,7076.00,1.691,"AFP","AFP"
10338624,3,1.21546,132.235,1.999,22.99,0.8216,11.52,7.452,803,0.1,7076.00,1.691,"AFP","AFP"
10339590,1,455.541,294.957,8.122,270.2,57.02,4.668,8.964,3,0.02387,4133.00,36.88,"NTP","NTP"
10358759,2,13.2868,132.262,5.049,931.4,4.293,32.22,29.89,80,0.9841,5716.00,0.872,"PC","PC"
10358909,1,441.129,379.622,11.5,2693,4.613,6.246,12.98,3,0.8438,5188.00,0.774,"UNK","NTP"
10359526,1,648.418,258.43,8.658,106.1,2.408,4.44,7.445,3,0.8991,8211.00,2.013,"NTP","NTP"
10360294,1,0.607804,131.781,1.559,2.092,0.3452,0.3862,7.2,1751,0.9,7302.00,2.058,"UNK","NTP"
10407054,1,0.93375,132.442,2.87,88.49,1.38,24.73,22.75,1436,0.1193,6443.00,1.457,"AFP","AFP"
10407086,1,0.933669,132.515,2.774,8.354,0.4709,7.7,14.35,1437,0.9041,5571.00,1.361,"AFP","AFP"
10407210,1,1.86749,132.466,3.989,15.21,0.7585,10.05,10.7,719,0.4958,6661.00,1.882,"AFP","NTP"
10450504,1,17.9909,141.92,1.405,655.2,1.871,10.92,9.351,74,0.06603,4918.00,0.752,"UNK","PC"
10451090,1,0.542919,131.68,1.068,2.243,0.6101,2.374,12.9,2458,0.9642,7640.00,3.257,"AFP","AFP"
10451090,2,0.542599,132.192,0.8203,3.13,0.6571,1.588,10.28,1902,0.8555,7640.00,3.257,"AFP","AFP"
10451090,3,0.542412,132.035,1.654,16.32,1.334,9.481,7.57,1396,0.0916,7640.00,3.257,"AFP","AFP"
10471621,1,10.2713,135.175,3.024,366,1.039,16.35,14.57,128,0.6891,4401.00,0.51,"PC","PC"
10471780,1,582.287,426.381,3.379,435.8,79.48,7.106,11.24,3,0.8867,4233.00,31.05,"NTP","NTP"
10471780,2,601.511,354.778,14.39,532.1,69.51,5.187,8.11,3,0.368,4233.00,31.05,"NTP","NTP"
10471914,1,0.536747,131.593,1.289,27.31,1.272,2.459,17.69,2490,0.9359,7511.00,2.034,"AFP","AFP"
9995402,1,3.57554,132.859,2.386,87.03,0.8531,14.8,14.28,378,0.4023,5213.00,0.917,"PC","PC"
9995753,1,459.289,260.232,5.186,171.4,1.359,5.11,7.55,3,0.4045,5570.00,1.031,"NTP","NTP"
9995771,1,25.4337,143.134,6.542,313,1.834,13.58,13.17,43,0.3459,6077.00,1.027,"PC","PC"
9995771,2,15.0617,140.114,6.305,195,1.524,10.94,10.59,74,0.6789,6077.00,1.027,"PC","PC"
10019854,1,14.1014,133.463,4.651,101.6,1.178,7.681,8.288,93,0.08814,6505.00,1.163,"UNK","PC"
10019950,1,444.616,485.573,14.12,432.6,2.448,4.715,9.859,3,0.9486,5957.00,0.937,"NTP","NTP"
10020423,1,7.44838,137.695,4.198,1.544e+05,33.97,5462,8135,180,0.0001928,5636.00,0.867,"AFP","AFP"
10035772,3,0.793026,132.201,2.147,153.1,6.459,10.21,9.04,737,0.8942,7504.00,4.501,"AFP","AFP"
10035772,4,0.793058,131.77,3,88.09,4.267,-1,9.921,791,0.1,7504.00,4.501,"AFP","AFP"
10053138,1,11.7729,138.774,3.826,72.63,0.6948,9.192,8.686,113,0.4084,5676.00,0.806,"UNK","PC"
10053675,1,591.134,207.599,6.53,309.5,1.839,5.585,9.713,3,0.2154,6010.00,1.045,"NTP","NTP"
10081748,3,1.42978,132.5,3.06,19.26,0.7143,9.229,10.34,860,0.1376,6845.00,1.612,"AFP","AFP"
10082556,1,459.293,260.262,4.127,965,4.394,9.449,12.41,3,0.7929,6535.00,1.283,"NTP","NTP"
10082844,1,1.04166,132.307,2.903,67.23,1.992,12.38,13.99,1289,0.1137,9629.00,2.37,"UNK","NTP"
10082844,2,0.694529,131.76,2.552,49.4,1.778,9.214,10.2,1482,0.6611,9629.00,2.37,"UNK","NTP"
10122538,1,20.9569,139.085,3.513,2048,2.335,19.42,18.45,23,0.0138,3903.00,0.523,"PC","PC"
10122538,2,12.2855,131.898,3.047,1650,2.244,20.61,17.52,41,0.6624,3903.00,0.523,"PC","PC"
10122538,3,5.53605,131.89,2.014,1196,1.804,18.91,17.09,83,0.2687,3903.00,0.523,"PC","PC"
10122538,4,37.6336,158.811,5.453,1993,2.913,15.52,14.08,13,0.9335,3903.00,0.523,"PC","PC"
10149023,1,9.95643,134.298,3.734,481.3,2.292,31.49,30.95,137,0.01085,6140.00,1.048,"PC","PC"
10152836,1,220.93,277.11,11.71,7.965e+04,26.5,676.1,941.3,3,0.0868,5893.00,0.941,"AFP","AFP"
10152836,2,220.929,240.818,6.762,2536,4.748,48.96,53.46,6,0.2716,5893.00,0.941,"AFP","AFP"
10153011,1,83.0971,162.935,9.162,1.592e+04,11.63,258.7,268,14,0.942,5286.00,0.636,"PC","PC"
10187017,4,7.07134,132.917,2.796,68.43,0.5956,21.57,20.69,180,0.07981,4903.00,0.746,"PC","PC"
10187017,5,5.28695,135.85,2.702,43.9,0.4766,15.59,14.34,229,0.01255,4903.00,0.746,"PC","PC"
10187159,1,7.96433,136.816,1.496,761.4,2.494,47.05,41.19,168,0.346,5185.00,0.91,"PC","PC"
10214328,1,359.676,168.48,10.45,198.9,2.733,6.361,9.147,3,0.001185,6923.00,1.92,"UNK","NTP"
10214328,2,659.409,254.174,14.87,210.2,2.947,6.654,8.144,3,0.6473,6923.00,1.92,"UNK","NTP"
10215422,1,24.847,154.128,5,3.211e+05,45.46,-1,1.701e+04,0,0.1,5651.00,0.867,"AFP","AFP"
10215422,2,24.8471,146.254,7.189,6.009e+04,28.45,2809,3425,57,0.8726,5651.00,0.867,"AFP","AFP"
10232123,2,1.34376,132.608,1.344,138,2.763,36.93,31.67,788,0.3026,6324.00,2.312,"AFP","AFP"
10232693,1,0.990507,131.844,1.328,108.6,2.685,22.23,19.95,635,0.7004,5975.00,2.399,"AFP","AFP"
10252131,1,600.476,176.698,10.36,517.6,4.002,9.237,27.92,3,0.9657,6418.00,1.374,"UNK","NTP"
10252275,1,14.8639,142.954,2.275,215.3,1.159,14.15,12.91,92,0.2936,5159.00,0.8,"PC","PC"
10272747,1,4.26189,133.36,7.232,37.98,1.415,11.01,12.05,318,0.8974,7313.00,1.987,"AFP","AFP"
10272747,2,4.26236,132.495,9.987,40.34,1.279,12.22,13.85,318,0.001946,7313.00,1.987,"AFP","AFP"
10272747,3,4.25563,135.504,10.13,25.06,1.029,7.766,8.137,282,0.4652,7313.00,1.987,"AFP","AFP"
10273384,1,0.793564,131.631,1.612,182.8,3.698,13.77,16.66,1685,0.4863,6223.00,2.659,"NTP","NTP"
10294509,1,1.85445,132.512,2.747,306.7,1.56,18.12,17.33,574,0.8994,5335.00,0.742,"AFP","AFP"
10294608,1,1.8545,132.49,2.5,4.402e+05,54.02,-1,2.741e+04,0,0.1,5843.00,0.99,"UNK","AFP"
10294613,1,3.709,134.343,2.063,632.1,2.154,36.87,40.98,288,0.4933,5431.00,0.843,"AFP","AFP"
10294613,2,3.70973,132.464,3.052,184,1.12,12.35,13.31,287,0.03486,5431.00,0.843,"AFP","AFP"
10340212,1,0.933725,131.545,3.457,60.33,0.0986,4.908,10.32,1403,0.7733,2661.00,0.116,"AFP","AFP"
10340228,1,0.93371,131.557,3.136,75.15,0.7365,9.535,8.572,1439,0.006583,5436.00,0.869,"AFP","AFP"
10340423,1,18.7942,140.204,3.717,1637,2.923,37.84,34.19,72,0.8868,4116.00,0.602,"PC","PC"
10340423,2,6.73899,135.279,2.844,573.9,1.517,20.73,19.77,193,0.6575,4116.00,0.602,"PC","PC"
10360722,1,163.691,238.767,7.275,1195,2.894,18.81,16.31,6,0.6579,5334.00,0.796,"PC","PC"
10360907,1,3.87304,135.117,11.17,77.36,1.928,9.083,10.6,282,0.5582,6425.00,2.107,"NTP","NTP"
10361364,1,492.354,250.779,9.694,205.3,1.497,4.948,9.335,3,0.2256,6325.00,1.036,"UNK","NTP"
10362031,1,3.21372,132.977,2.182,58.19,1.47,19.47,18.82,331,0.909,6200.00,1.621,"AFP","AFP"
10407221,1,0.933727,131.525,2.717,149.7,0.8157,17.79,17.93,1402,0.5,4643.00,0.663,"AFP","AFP"
10407271,1,0.933704,132.484,3.785,25.7,0.415,7.145,9.637,1440,0.5914,5611.00,0.787,"AFP","AFP"
10407430,1,0.933747,131.522,1.959,98.54,1.026,12.5,12.27,1215,0.9037,5763.00,0.868,"AFP","AFP"
10407464,1,0.93374,131.524,1.609,12.95,0.4309,8.03,7.753,1432,0.5,6297.00,1.157,"AFP","AFP"
10453588,1,68.8859,160.302,6.074,144.8,1.583,17.54,16.66,21,0.7256,5753.00,1.222,"PC","PC"
10454313,1,4.22162,135.706,2.932,642,2.677,80.95,71.82,317,0.7017,6123.00,0.987,"PC","PC"
10454401,1,12.1807,139.344,2.5,4.227e+05,48.12,-1,1.304e+04,0,0.1,5750.00,0.882,"AFP","AFP"
10454401,2,12.1806,133.571,6,3.423e+05,44.68,-1,1.235e+04,0,0.1,5750.00,0.882,"AFP","AFP"
10454401,3,12.1812,139.126,15,2.664e+04,14.27,-1,1890,116,0.1,5750.00,0.882,"AFP","AFP"
10471914,2,0.536468,131.996,1.523,66.19,1.683,5.275,12.66,1996,0.04765,7511.00,2.034,"AFP","AFP"
10471914,3,0.867635,131.543,4.08,215.7,3.066,12.07,9.344,1115,0.3601,7511.00,2.034,"UNK","NTP"
10472431,1,1.29191,132.379,4.072,8.923,0.8836,9.873,9.015,1034,0.3051,9157.00,2.877,"AFP","AFP"
10472431,2,1.29195,131.727,4.47,8.444,0.8977,10.97,9.014,1049,0.6999,9157.00,2.877,"AFP","AFP"
9995942,1,459.28,260.288,2.876,363.1,2.676,3.78,9.486,3,0.5353,6692.00,1.351,"NTP","NTP"
9996632,1,8.44319,136.274,3.458,327.2,1.843,20.51,20.24,138,0.07088,6081.00,1.023,"AFP","AFP"
10000135,1,570.77,449.209,13.12,537,4.512,5.537,10.76,3,0.9555,6753.00,1.567,"UNK","NTP"
10000490,1,1.40101,132.446,2.93,4.07e+04,38.86,2062,5026,959,0.1053,6714.00,1.906,"AFP","AFP"
10000490,2,1.40093,131.813,2,657.1,4.933,-1,20.71,954,0.1,6714.00,1.906,"AFP","AFP"
10020423,2,7.44837,133.877,3.875,6055,7.639,321.1,338.9,181,0.8305,5636.00,0.867,"AFP","AFP"
10022908,1,6.99131,135.462,2.164,519.7,1.69,31.91,29.26,156,0.1338,4848.00,0.769,"PC","PC"
